# zero pos			 zero force
-0.00732			0.02147
-0.00732			0.02330
-0.00732			0.02335
-0.00732			0.02568
-0.00732			0.02725
-0.00732			0.01843
-0.00732			0.01898
-0.00732			0.01798
-0.00732			0.02018
-0.00732			0.01982
-0.00732			0.00903
-0.00732			0.01051
-0.00732			0.01311
-0.00732			0.01446
-0.00732			0.01595
-0.00732			0.00390
-0.00732			0.00739
-0.00732			0.00912
-0.00732			0.00954
-0.00732			0.01029
-0.00732			0.00299
-0.00732			0.00400
-0.00732			0.00257
-0.00732			0.00443
-0.00732			0.00372
-0.00732			-0.00059
-0.00732			0.00135
-0.00732			0.00341
-0.00732			0.00287
-0.00732			0.00417
-0.00732			-0.00372
-0.00732			-0.00573
-0.00732			-0.00874
-0.00732			-0.00545
-0.00732			-0.00503
-0.00732			-0.01292
-0.00732			-0.01290
-0.00732			-0.01093
-0.00732			-0.01120
-0.00732			-0.01119
-0.00732			-0.01040
-0.00732			-0.01645
-0.00732			-0.01683
-0.00732			-0.01662
-0.00732			-0.01406
-0.00732			-0.01200
-0.00732			-0.01830
-0.00732			-0.01895
-0.00732			-0.01884
-0.00732			-0.01850
-0.00732			-0.01795
-0.00732			-0.02223
-0.00732			-0.02329
-0.00732			-0.02921
-0.00732			-0.02905
-0.00732			-0.03675
-0.00732			-0.03752
-0.00732			-0.04302
-0.00732			-0.04230
-0.00732			-0.04871
-0.00732			-0.04938
-0.00732			-0.05214
-0.00732			-0.05428
-0.00732			-0.06226
-0.00732			-0.06392
-0.00732			-0.06810
-0.00732			-0.06868
-0.00732			-0.07361
-0.00732			-0.07561
-0.00732			-0.08214
-0.00732			-0.08286
-0.00732			-0.08461
-0.00732			-0.08530
-0.00732			-0.09140
-0.00732			-0.08907
-0.00732			-0.09450
-0.00732			-0.09608
-0.00732			-0.10239
-0.00732			-0.10485
-0.00732			-0.10705
-0.00732			-0.10961
-0.00732			-0.11380
-0.00732			-0.11380
-0.00732			-0.12323
-0.00732			-0.12406
-0.00732			-0.12765
-0.00732			-0.12868
-0.00732			-0.13440
-0.00732			-0.14203
-0.00732			-0.14372
-0.00732			-0.15033
-0.00732			-0.15948
-0.00732			-0.16481
-0.00732			-0.17157
-0.00732			-0.17441
-0.00732			3.38560
-0.00732			-0.18869
-0.00732			-0.19681
-0.00732			-0.20466
-0.00732			-0.21133
-0.00732			-0.21822
-0.00732			-0.22698
-0.00732			-0.22800
-0.00732			-0.23082
-0.00732			-0.23715
-0.00732			-0.23450
-0.00732			-0.22898
-0.00732			-0.22519
-0.00732			-0.22499
-0.00732			-0.22189
-0.00732			-0.21929
-0.00732			-0.21429
-0.00732			-0.20614
-0.00732			-0.20198
-0.00732			-0.19503
-0.00732			-0.18841
-0.00732			-0.18384
-0.00732			-0.18126
-0.00732			-0.17255
-0.00732			-0.16433
-0.00732			-0.16304
-0.00732			-0.15860
-0.00732			-0.15676
-0.00732			-0.14959
-0.00732			-0.15043
-0.00732			-0.14673
-0.00732			-0.14076
-0.00732			-0.13524
-0.00732			-0.13595
-0.00732			-0.12777
-0.00732			-0.12440
-0.00732			-0.11738
-0.00732			-0.11606
-0.00732			-0.10906
-0.00732			-0.10482
-0.00732			-0.10324
-0.00732			-0.10052
-0.00732			-0.09390
-0.00732			-0.09405
-0.00732			-0.08587
-0.00732			-0.08414
-0.00732			-0.08013
-0.00732			-0.07580
-0.00732			-0.06724
-0.00732			-0.06405
-0.00732			-0.06006
-0.00732			-0.05931
-0.00732			-0.05003
-0.00732			-0.04893
-0.00732			-0.04157
-0.00732			-0.04059
-0.00732			-0.03045
-0.00732			-0.02829
-0.00732			-0.02195
-0.00732			-0.02138
-0.00732			-0.01046
-0.00732			-0.00922
-0.00732			-0.00787
-0.00732			-0.00868
-0.00732			-0.00601
-0.00732			0.00128
-0.00732			0.00423
-0.00732			0.00488
-0.00732			0.00613
-0.00732			0.00740
-0.00732			0.01302
-0.00732			0.01303
-0.00732			0.01241
-0.00732			0.01276
-0.00732			0.01335
-0.00732			0.02269
-0.00732			0.02577
-0.00732			0.02706
-0.00732			0.02779
-0.00732			0.02797
-0.00732			0.03736
-0.00732			0.03800
-0.00732			0.04071
-0.00732			0.04058
-0.00732			0.04006
-0.00732			0.04895
-0.00732			0.05102
-0.00732			0.05267
-0.00732			0.05281
-0.00732			0.05468
-0.00732			0.06434
-0.00732			0.06516
-0.00732			0.06579
-0.00732			0.06678
-0.00732			0.06800
-0.00732			0.08018
-0.00732			0.08052
-0.00732			0.08289
-0.00732			0.08367
-0.00732			0.08271
-0.00732			0.09700
-0.00732			0.09724
-0.00732			0.09986
-0.00732			0.10043
-0.00732			0.10019
-0.00732			0.11298
-0.00732			0.11260
-0.00732			0.11334
-0.00732			0.11521
-0.00732			0.11458
