# Acquired on 16/01/2024 08:57:09 
# SPIDER: Tracking_07714532B-1
# STATIC MEASUREMENT

# pos [mm]		 force [N]		 time [ms]
0.25000			-0.01066			176.00000
0.25000			-0.16780			276.00000
0.25000			-0.53412			377.00000
0.25000			-0.70159			476.00000
0.25000			-0.70368			576.00000
0.25000			-0.69953			677.00000
0.25000			-0.69596			776.00000
0.25000			-0.69317			876.00000
0.25000			-0.69134			977.00000
0.25000			-0.68968			1076.00000
-0.25000			-0.27365			1766.00000
-0.25000			0.11680			1866.00000
-0.25000			0.50574			1967.00000
-0.25000			0.65188			2066.00000
-0.25000			0.64396			2166.00000
-0.25000			0.63775			2267.00000
-0.25000			0.63446			2366.00000
-0.25000			0.63202			2467.00000
-0.25000			0.62858			2566.00000
-0.25000			0.62551			2666.00000
0.00000			0.61126			3195.00000
0.00000			0.25545			3296.00000
0.00000			0.03114			3396.00000
0.00000			-0.00075			3497.00000
0.00000			0.00292			3596.00000
0.00000			0.00739			3696.00000
0.00000			0.00978			3797.00000
0.00000			0.01068			3896.00000
0.00000			0.01073			3996.00000
0.00000			0.01337			4097.00000
0.50000			-0.04225			4433.00000
0.50000			-1.12502			4534.00000
0.50000			-1.40648			4634.00000
0.50000			-1.42920			4735.00000
0.50000			-1.41671			4834.00000
0.50000			-1.40867			4934.00000
0.50000			-1.40218			5035.00000
0.50000			-1.39690			5134.00000
0.50000			-1.38858			5234.00000
0.50000			-1.38559			5335.00000
-0.50000			0.16285			6152.00000
-0.50000			0.78547			6252.00000
-0.50000			1.24692			6353.00000
-0.50000			1.34492			6452.00000
-0.50000			1.31730			6552.00000
-0.50000			1.30750			6653.00000
-0.50000			1.29888			6752.00000
-0.50000			1.29320			6852.00000
-0.50000			1.28835			6953.00000
-0.50000			1.28344			7052.00000
0.00000			1.10448			7647.00000
0.00000			0.54671			7747.00000
0.00000			0.06246			7848.00000
0.00000			-0.06146			7948.00000
0.00000			-0.05429			8048.00000
0.00000			-0.04901			8149.00000
0.00000			-0.04474			8248.00000
0.00000			-0.04160			8348.00000
0.00000			-0.03931			8449.00000
0.00000			-0.03984			8548.00000
0.75000			-0.96720			8940.00000
0.75000			-1.78164			9042.00000
0.75000			-2.14226			9141.00000
0.75000			-2.19245			9241.00000
0.75000			-2.17662			9342.00000
0.75000			-2.16450			9441.00000
0.75000			-2.14588			9541.00000
0.75000			-2.13924			9642.00000
0.75000			-2.13323			9741.00000
0.75000			-2.12801			9841.00000
-0.75000			0.34712			10763.00000
-0.75000			1.79105			10864.00000
-0.75000			1.97984			10965.00000
-0.75000			1.97285			11064.00000
-0.75000			1.95347			11164.00000
-0.75000			1.93959			11265.00000
-0.75000			1.92786			11364.00000
-0.75000			1.91966			11464.00000
-0.75000			1.90541			11565.00000
-0.75000			1.89875			11664.00000
0.00000			1.33004			12308.00000
0.00000			0.48704			12409.00000
0.00000			-0.01299			12509.00000
0.00000			-0.12826			12609.00000
0.00000			-0.11379			12710.00000
0.00000			-0.10632			12809.00000
0.00000			-0.10107			12909.00000
0.00000			-0.09735			13010.00000
0.00000			-0.09335			13109.00000
0.00000			-0.08998			13209.00000
1.00000			-1.19459			13657.00000
1.00000			-2.22938			13758.00000
1.00000			-2.93137			13859.00000
1.00000			-2.91875			13958.00000
1.00000			-2.89935			14058.00000
1.00000			-2.88460			14159.00000
1.00000			-2.87509			14258.00000
1.00000			-2.86695			14358.00000
1.00000			-2.85848			14459.00000
1.00000			-2.84481			14558.00000
-1.00000			1.19613			15577.00000
-1.00000			2.09822			15678.00000
-1.00000			2.54261			15779.00000
-1.00000			2.60889			15878.00000
-1.00000			2.58785			15978.00000
-1.00000			2.57124			16079.00000
-1.00000			2.55945			16178.00000
-1.00000			2.54922			16278.00000
-1.00000			2.53987			16379.00000
-1.00000			2.53172			16478.00000
0.00000			1.55631			17170.00000
