# zero pos			 zero force
-0.00732			0.01840
-0.00488			-0.04306
-0.00488			-0.11333
-0.00488			-0.19595
-0.00488			-0.29684
-0.00488			-0.39130
-0.00488			-0.47917
-0.00488			-0.56612
-0.00488			-0.66103
-0.00488			-0.72007
-0.00488			-0.83275
-0.00488			-0.93364
-0.00488			-1.00693
-0.00488			-1.10471
-0.00488			-1.17868
-0.00488			-1.27417
-0.00488			-1.32718
-0.00488			-1.41746
