# Acquired on 01/02/2024 10:13:20 
# SPIDER: Tracking_GRPCNT1454A-3
# STATIC MEASUREMENT

# pos [mm]		 force [N]		 time [ms]
0.25000			-0.06876			230.00000
0.25000			-0.44332			331.00000
0.25000			-0.77380			431.00000
0.25000			-0.79209			532.00000
0.25000			-0.77993			631.00000
0.25000			-0.77148			732.00000
0.25000			-0.76409			831.00000
0.25000			-0.75851			931.00000
0.25000			-0.75364			1032.00000
0.25000			-0.74916			1131.00000
-0.25000			0.06242			1918.00000
-0.25000			0.44329			2019.00000
-0.25000			0.88713			2118.00000
-0.25000			0.85804			2218.00000
-0.25000			0.84208			2319.00000
-0.25000			0.83045			2418.00000
-0.25000			0.82185			2518.00000
-0.25000			0.81494			2619.00000
-0.25000			0.80933			2718.00000
-0.25000			0.79948			2818.00000
0.00000			0.71744			3396.00000
0.00000			0.40250			3496.00000
0.00000			0.07886			3597.00000
0.00000			0.03879			3696.00000
0.00000			0.04603			3796.00000
0.00000			0.05206			3897.00000
0.00000			0.05646			3996.00000
0.00000			0.05960			4096.00000
0.00000			0.06189			4197.00000
0.00000			0.06564			4295.00000
0.50000			-0.76764			4688.00000
0.50000			-1.45428			4789.00000
0.50000			-1.63837			4888.00000
0.50000			-1.61160			4988.00000
0.50000			-1.58237			5089.00000
0.50000			-1.54755			5188.00000
0.50000			-1.53529			5288.00000
0.50000			-1.52531			5389.00000
0.50000			-1.51792			5488.00000
0.50000			-1.51055			5588.00000
-0.50000			1.16806			6510.00000
-0.50000			1.70374			6610.00000
-0.50000			1.79312			6712.00000
-0.50000			1.74913			6811.00000
-0.50000			1.71937			6911.00000
-0.50000			1.69833			7012.00000
-0.50000			1.68298			7111.00000
-0.50000			1.65786			7211.00000
-0.50000			1.64949			7312.00000
-0.50000			1.64102			7411.00000
0.00000			1.16834			8061.00000
0.00000			0.39388			8162.00000
0.00000			0.00991			8261.00000
0.00000			-0.00514			8361.00000
0.00000			0.01049			8462.00000
0.00000			0.02336			8561.00000
0.00000			0.03223			8661.00000
0.00000			0.03663			8762.00000
0.00000			0.04043			8861.00000
0.00000			0.04520			8961.00000
0.75000			-1.89404			9408.00000
0.75000			-2.38591			9509.00000
0.75000			-2.44761			9610.00000
0.75000			-2.40456			9709.00000
0.75000			-2.37153			9809.00000
0.75000			-2.34685			9910.00000
0.75000			-2.32686			10009.00000
0.75000			-2.29881			10109.00000
0.75000			-2.28743			10210.00000
0.75000			-2.27740			10309.00000
-0.75000			2.12578			11340.00000
-0.75000			2.59721			11442.00000
-0.75000			2.64097			11541.00000
-0.75000			2.58613			11641.00000
-0.75000			2.54971			11742.00000
-0.75000			2.52188			11841.00000
-0.75000			2.50042			11941.00000
-0.75000			2.46746			12042.00000
-0.75000			2.45336			12141.00000
-0.75000			2.44170			12241.00000
0.00000			0.75589			12940.00000
0.00000			0.07903			13041.00000
0.00000			-0.07816			13141.00000
0.00000			-0.05730			13241.00000
0.00000			-0.03106			13341.00000
0.00000			-0.01331			13441.00000
0.00000			0.01026			13542.00000
0.00000			0.01821			13641.00000
0.00000			0.02394			13741.00000
0.00000			0.02849			13842.00000
1.00000			-2.72259			14337.00000
1.00000			-3.18289			14438.00000
1.00000			-3.23391			14537.00000
1.00000			-3.17980			14637.00000
1.00000			-3.13953			14738.00000
1.00000			-3.11052			14837.00000
1.00000			-3.08717			14937.00000
1.00000			-3.04985			15038.00000
1.00000			-3.03492			15137.00000
1.00000			-3.02260			15237.00000
-1.00000			2.90592			16367.00000
-1.00000			3.41397			16467.00000
-1.00000			3.48179			16568.00000
-1.00000			3.41795			16667.00000
-1.00000			3.37107			16767.00000
-1.00000			3.33719			16868.00000
-1.00000			3.28785			16967.00000
-1.00000			3.26930			17067.00000
-1.00000			3.25163			17168.00000
-1.00000			3.23705			17267.00000
0.00000			1.42773			18015.00000
0.00000			-0.06718			18115.00000
0.00000			-0.12001			18216.00000
0.00000			-0.08507			18317.00000
0.00000			-0.05622			18416.00000
0.00000			-0.03857			18516.00000
0.00000			-0.02447			18617.00000
0.00000			-0.01286			18716.00000
0.00000			0.00544			18816.00000
0.00000			0.01228			18917.00000
1.25000			-3.38872			19448.00000
1.25000			-3.93513			19550.00000
1.25000			-4.03263			19649.00000
1.25000			-3.97746			19749.00000
1.25000			-3.92761			19850.00000
1.25000			-3.89089			19949.00000
1.25000			-3.83831			20049.00000
1.25000			-3.81770			20150.00000
1.25000			-3.80043			20249.00000
1.25000			-3.78376			20349.00000
-1.25000			3.75279			21551.00000
-1.25000			4.25273			21653.00000
-1.25000			4.31994			21752.00000
