# zero pos			 zero force
-0.00488			0.07307
-0.00488			0.07678
-0.00488			0.08210
-0.00488			0.08489
-0.00488			0.08681
-0.00488			0.08065
-0.00488			0.08341
-0.00488			0.08670
-0.00488			0.09276
-0.00488			0.09133
-0.00488			0.07884
-0.00488			0.08322
-0.00488			0.08301
-0.00488			0.08441
-0.00488			0.08625
-0.00488			0.07127
-0.00488			0.07301
-0.00488			0.07333
-0.00488			0.07556
-0.00488			0.07645
-0.00488			0.06356
-0.00488			0.06360
-0.00488			0.06367
-0.00488			0.06409
-0.00488			0.06466
-0.00488			0.05782
-0.00488			0.05969
-0.00488			0.06040
-0.00488			0.06286
-0.00488			0.06256
-0.00488			0.05006
-0.00488			0.04980
-0.00488			0.04950
-0.00488			0.04988
-0.00488			0.05089
-0.00488			0.04057
-0.00488			0.03949
-0.00488			0.03929
-0.00488			0.04164
-0.00488			0.04095
-0.00488			0.03565
-0.00488			0.03473
-0.00488			0.03636
-0.00488			0.03767
-0.00488			0.03705
-0.00488			0.02516
-0.00488			0.02408
-0.00488			0.02390
-0.00488			0.02370
-0.00488			0.02316
-0.00488			0.01199
-0.00488			0.00898
-0.00488			0.00502
-0.00488			0.00148
-0.00488			-0.01037
-0.00488			-0.01084
-0.00488			-0.02126
-0.00488			-0.02197
-0.00488			-0.03476
-0.00488			-0.03632
-0.00488			-0.03747
-0.00488			-0.03766
-0.00488			-0.05319
-0.00488			-0.05169
-0.00488			-0.06287
-0.00488			-0.06340
-0.00488			-0.07535
-0.00488			-0.07537
-0.00488			-0.08479
-0.00488			-0.08585
-0.00488			-0.08279
-0.00488			-0.09868
-0.00488			-0.10586
-0.00488			-0.11606
-0.00488			-0.11574
-0.00488			-0.12164
-0.00488			-0.13427
-0.00488			-0.13953
-0.00488			-0.15301
-0.00488			-0.15982
-0.00488			-0.15082
-0.00488			-0.13894
-0.00488			-0.13835
-0.00488			-0.14498
-0.00488			-0.16366
-0.00488			-0.17093
-0.00488			-0.17722
-0.00488			-0.17675
-0.00488			-0.18075
-0.00488			-0.18683
-0.00488			-0.19413
-0.00488			-0.20525
-0.00488			-0.19370
-0.00488			-0.19765
-0.00488			-0.19838
-0.00488			-0.18917
-0.00488			-0.19610
-0.00488			-0.18136
-0.00488			-0.16978
-0.00488			-0.16142
-0.00488			-0.15749
-0.00488			-0.15788
-0.00488			-0.14721
-0.00488			-0.14200
-0.00488			-0.12444
-0.00488			-0.11450
-0.00488			-0.10141
-0.00488			-0.08967
-0.00488			-0.09429
-0.00488			-0.08311
-0.00488			-0.06580
-0.00488			-0.05691
-0.00488			-0.04019
-0.00488			-0.02890
-0.00488			-0.02182
-0.00488			-0.00840
-0.00488			0.00058
-0.00488			0.01805
-0.00488			0.01931
-0.00488			0.01861
-0.00488			0.03415
-0.00488			0.03554
-0.00488			0.04893
-0.00488			0.05154
-0.00488			0.06324
-0.00488			0.06391
-0.00488			0.08096
-0.00488			0.08316
-0.00488			0.08774
-0.00488			0.08701
-0.00488			0.10470
-0.00488			0.10512
-0.00488			0.11732
-0.00488			0.11942
-0.00488			0.13391
-0.00488			0.13967
-0.00488			0.14379
-0.00488			0.14320
-0.00488			0.16038
-0.00488			0.16320
-0.00488			0.16405
-0.00488			0.16423
-0.00488			0.16467
-0.00488			0.17929
-0.00488			0.18347
-0.00488			0.18425
-0.00488			0.18577
-0.00488			0.18656
-0.00488			0.19221
-0.00488			0.19496
-0.00488			0.19648
-0.00488			0.19593
-0.00488			0.19540
-0.00732			0.22011
-0.00488			0.21178
-0.00488			0.21312
-0.00488			0.21384
-0.00488			0.21351
-0.00488			0.23030
-0.00488			0.23205
-0.00488			0.23396
-0.00488			0.23363
-0.00488			0.23408
-0.00488			0.24491
-0.00488			0.24630
-0.00488			0.24750
-0.00488			0.24826
-0.00488			0.24780
-0.00488			0.26483
-0.00488			0.26771
-0.00488			0.26893
-0.00488			0.26760
-0.00488			0.26861
-0.00488			0.28737
-0.00488			0.28976
-0.00488			0.29178
-0.00488			0.29184
-0.00488			0.29064
-0.00488			0.31414
-0.00488			0.31506
-0.00488			0.31555
-0.00488			0.31673
-0.00488			0.31932
-0.00488			0.33787
-0.00488			0.33945
-0.00488			0.33992
-0.00488			0.34108
-0.00488			0.34168
