# zero pos			 zero force
-0.00488			0.03004
-0.00488			0.02600
-0.00488			0.01408
-0.00488			-0.00177
-0.00488			-0.02143
-0.00488			-0.03261
-0.00488			-0.05267
-0.00488			-0.07092
-0.00488			-0.08777
-0.00488			-0.11154
-0.00488			-0.13092
-0.00488			-0.15056
-0.00488			-0.16955
-0.00488			-0.18888
-0.00488			-0.20953
-0.00488			-0.22532
-0.00488			-0.24908
-0.00488			-0.27152
-0.00488			-0.28889
-0.00488			-0.30719
-0.00488			-0.32962
-0.00488			-0.34332
-0.00488			-0.35329
-0.00488			-0.35920
-0.00488			-0.36491
-0.00488			-0.35412
-0.00488			-0.34297
-0.00488			-0.34173
-0.00488			-0.32015
-0.00488			-0.30322
-0.00488			-0.29431
-0.00488			-0.27414
-0.00488			-0.25600
-0.00488			-0.23892
-0.00488			-0.21647
-0.00488			-0.19891
-0.00488			-0.17361
-0.00488			-0.14970
-0.00488			-0.12341
-0.00488			-0.09590
-0.00488			-0.06934
-0.00488			-0.04265
-0.00488			-0.01047
-0.00732			0.02255
-0.00488			0.05509
