# zero pos			 zero force
-0.00732			0.02199
-0.00732			0.00292
-0.00732			-0.00593
-0.00732			-0.00975
-0.00732			-0.01548
-0.00732			-0.01290
-0.00732			-0.01782
-0.00732			-0.01782
-0.00732			-0.01955
-0.00732			-0.02433
-0.00732			-0.02863
-0.00732			-0.03139
-0.00732			-0.03373
-0.00732			-0.04047
-0.00732			-0.04645
-0.00732			-0.05055
-0.00732			-0.05168
-0.00732			-0.05955
-0.00732			-0.06658
-0.00488			-0.07173
-0.00732			-0.07433
-0.00732			-0.08375
-0.00732			-0.09096
-0.00732			-0.09461
-0.00732			-0.09697
-0.00488			-0.10856
-0.00732			-0.11346
-0.00732			-0.12065
-0.00732			-0.12402
-0.00488			-0.13171
-0.00732			-0.13892
-0.00488			-0.13837
-0.00732			-0.15131
-0.00732			-0.15018
-0.00732			-0.16177
-0.00732			-0.16232
-0.00732			-0.16823
-0.00732			-0.17605
-0.00732			-0.17982
-0.00732			-0.18658
-0.00732			-0.19796
-0.00732			-0.20764
-0.00732			-0.20515
-0.00732			-0.21754
